Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
9170,Liberty Hudson Valley Dialysis,DTC,Diagnostic and Treatment Center,10/1/2010,4 Corwin Court,,Newburgh,New York,12550,8455627711,8455627996,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,,,3502202R,"LSL, Newburgh, LLC","7650 SE 27th Street, Suite 200",,Mercer Island,New York,98040,,,,,New York,,LLC,41.495998,-74.044258,"(41.495998, -74.044258)"
9171,Roosevelt/Freeport Family Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/27/2010,380 Nassau Road,,Roosevelt,New York,11575,5163843702,5165725856,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Hempstead Community Health Center,4419,2908201R,"Long Island FQHC, Inc.",2201 Hempstead Turnpike,,East Meadow,New York,11554,Nassau Health Care Corporation,240 Old Country Road,,Mineola,New York,11501,Not for Profit Corporation,40.681763,-73.59124,"(40.681763, -73.59124)"
9172,North Shore LIJ Imaging at Great South Bay,HOSP-EC,Hospital Extension Clinic,10/21/2010,620 Main Street,,Islip,New York,11751,6314397237,6314397290,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,North Shore University Hospital,541,2951001H,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042,North Shore University Hospital Inc,300 Community Drive,,Manhasset,New York,11030,Not for Profit Corporation,40.729557,-73.211349,"(40.729557, -73.211349)"
9173,Mount Sinai Comprehensive Health Program - Downtown,HOSP-EC,Hospital Extension Clinic,5/29/2010,275 7th Avenue,,New York,New York,10001-6708,2126044908,2126041798,,7093,New York,5,Metropolitan Area Regional Office - New York City,Mount Sinai Hospital,1456,7002024H,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029,The Mount Sinai Hospital,One Gustave L Levy Place,,New York,New York,10029,Not for Profit Corporation,40.745678,-73.994385,"(40.745678, -73.994385)"
9175,University Hospital of Brooklyn - SUNY Downstate at Bay Ridge,HOSP-EC,Hospital Extension Clinic,10/14/2010,699 92nd Street,,Brooklyn,New York,11228,7182704293,7182706382,,7095,Kings,5,Metropolitan Area Regional Office - New York City,University Hospital of Brooklyn,1320,7001037H,State of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.615116,-74.023712,"(40.615116, -74.023712)"
9176,Memorial Sloan Kettering Brooklyn Infusion Center,HOSP-EC,Hospital Extension Clinic,9/17/2010,557 Atlantic Avenue,,Brooklyn,New York,11217,7187526200,7187526240,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Memorial Hospital for Cancer and Allied Diseases,1453,7002020H,Memorial Hospital for Cancer and Allied Diseases Inc,1275 York Avenue,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.684727,-73.979019,"(40.684727, -73.979019)"
9177,CPH Primary Care Center,HOSP-EC,Hospital Extension Clinic,10/21/2010,15 Raymond Street,,Potsdam,New York,13676,3152651055,3152651058,,44,Saint Lawrence,3,Central New York Regional Office,Canton-Potsdam Hospital,815,4429000H,"St. Lawrence Health System, Inc.",50 Leroy Street,,Potsdam,New York,13676,Canton-Potsdam Hospital,50 Leroy St,,Potsdam,New York,13676,Not for Profit Corporation,44.669666,-74.988846,"(44.669666, -74.988846)"
9178,Starlight Pediatric Clinic,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/8/2010,451 East Henrietta Road,,Rochester,New York,14692,5857535071,5857535188,,27,Monroe,2,Western Regional Office - Rochester,Monroe County Department of Health Clinics,422,2701215R,County of Monroe Department of Health,111 Westfall Road,,Rochester,New York,14692,,,,,New York,,County,43.111568,-77.616142,"(43.111568, -77.616142)"
9179,Unity at Ridgeway,HOSP-EC,Hospital Extension Clinic,6/9/2010,2655 Ridgeway Road,,Rochester,New York,14626,5857237007,5857237770,,27,Monroe,2,Western Regional Office - Rochester,The Unity Hospital of Rochester,471,2754001H,Rochester Regional Health,89 Genesee Street,,Rochester,New York,14611,Park Ridge Hospital Inc,1555 Long Pond Road,,Rochester,New York,14626,Not for Profit Corporation,43.210129,-77.699257,"(43.210129, -77.699257)"
9180,Hudson River Healthcare,DTC-EC,Diagnostic and Treatment Center Extension Clinic,12/14/2010,"1 Paradies Lane, Suite 200",,New Paltz,New York,12561,9147348967,9147348958,,55,Ulster,6,Metropolitan Area Regional Office - New Rochelle,"Hudson River Healthcare, Inc",1040,5901200R,"Hudson River Healthcare, Inc",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,41.740738,-74.05793,"(41.740738, -74.05793)"
9181,Endoscopy Center of Central New York,DTC,Diagnostic and Treatment Center,12/14/2010,4000 Medical Center Drive,,Fayetteville,New York,13066,3153297301,3153297308,,33,Onondaga,3,Central New York Regional Office,,,3328200R,"AGCNY East, LLC","4870 Broad Road, Suite 3Q",,Syracuse,New York,13215,,,,,New York,,LLC,43.040112,-76.02179,"(43.040112, -76.02179)"
9182,Fort Edward - Kingsbury Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,11/24/2010,48 East Street,,Fort Edward,New York,12828-1811,5188248630,,,57,Washington,4,Capital District Regional Office,Warrensburg Health Center,1326,5660200R,Hudson Headwaters Health Network Inc,Po Box 222,,North Creek,New York,12853,,,,,New York,,Not for Profit Corporation,43.269222,-73.582777,"(43.269222, -73.582777)"
9184,Communication Disorders Clinic,HOSP-EC,Hospital Extension Clinic,3/26/2010,15 Hastings Drive,,Beacon,New York,12508,8454318109,8454853762,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Mid-Hudson Valley Division of Westchester Medical Center,180,5957001H,Westchester County Health Care Corporation,148 Martine Avenue,,White Plains,New York,10601,,,,,New York,,County,41.509666,-73.958344,"(41.509666, -73.958344)"
9185,South Shore Surgery Center,DTC,Diagnostic and Treatment Center,12/17/2010,53 Brentwood Road,,Bay Shore,New York,11706,6316475550,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154210R,"South Shore Surgery Center, LLC",53 Brentwood Road,,Bay Shore,New York,11706,,,,,New York,,LLC,40.730263,-73.235695,"(40.730263, -73.235695)"
9186,The Amsterdam at Harborside,NH,Residential Health Care Facility - SNF,1/5/2011,300 East Overlook,,Port Washington,New York,11050,5164726632,5164726694,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2951308N,"Amsterdam House Continuing Care Retirement Community, Inc",300 East Overlook,,Port Washington,New York,11050,,,,,New York,,Not for Profit Corporation,40.827885,-73.665306,"(40.827885, -73.665306)"
9188,CPH Lawrence Avenue Medical Campus,HOSP-EC,Hospital Extension Clinic,12/28/2010,49 Lawrence Avenue,,Potsdam,New York,13676,3152615460,3152616460,,44,Saint Lawrence,3,Central New York Regional Office,Canton-Potsdam Hospital,815,4429000H,"St. Lawrence Health System, Inc.",50 Leroy Street,,Potsdam,New York,13676,Canton-Potsdam Hospital,50 Leroy St,,Potsdam,New York,13676,Not for Profit Corporation,44.675617,-74.973701,"(44.675617, -74.973701)"
9189,Vestal Healthcare - UHS Dialysis - Pennsylvania Ave,DTC-EC,Diagnostic and Treatment Center Extension Clinic,2/1/2011,65 Pennsylvania Avenue,,Binghamton,New York,13903-1651,6077622015,6077622686,,3,Broome,3,Central New York Regional Office,Freedom Center of Buffalo,9708,0364201R,"Vestal Healthcare, LLC",116 North Jensen Road,,Vestal,New York,13850,,,,,New York,,LLC,42.085968,-75.916481,"(42.085968, -75.916481)"
9190,Vestal Healthcare - UHS Dialysis - Park Avenue,DTC-EC,Diagnostic and Treatment Center Extension Clinic,2/1/2011,27 Park Avenue,,Binghamton,New York,13903-1605,6077622225,6077622236,,3,Broome,3,Central New York Regional Office,Freedom Center of Buffalo,9708,0364201R,"Vestal Healthcare, LLC",116 North Jensen Road,,Vestal,New York,13850,,,,,New York,,LLC,42.086632,-75.915337,"(42.086632, -75.915337)"
9191,ODA Primary Health Care Network,DTC-EC,Diagnostic and Treatment Center Extension Clinic,12/21/2010,6 Dairyland Road,,Woodridge,New York,12789,7182604600,,,52,Sullivan,6,Metropolitan Area Regional Office - New Rochelle,"ODA Primary Health Care Network, Inc",845,7001254R,"ODA Primary Health Care Network, Inc.",128 Rutledge St,,Brooklyn,New York,11211,,,,,New York,,Not for Profit Corporation,41.709538,-74.571747,"(41.709538, -74.571747)"
9192,NWH @ Chappaqua Crossing,HOSP-EC,Hospital Extension Clinic,1/21/2011,480 Bedford Road,,Chappaqua,New York,10514,9144588700,9146661953,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,Northern Westchester Hospital,1117,5920000H,Northern Westchester Hosp Assoc Inc,400 East Main St,,Mt Kisco,New York,10549,,,,,New York,,Not for Profit Corporation,41.177467,-73.751076,"(41.177467, -73.751076)"
9193,Samaritan Lab & X-Ray Services at Coffeen St.,HOSP-EC,Hospital Extension Clinic,1/14/2011,1213 Coffeen Street,,Watertown,New York,13601,3157552140,3157552412,,22,Jefferson,3,Central New York Regional Office,Samaritan Medical Center,367,2201000H,Samaritan Medical Center,830 Washington St,,Watertown,New York,13601,,,,,New York,,Not for Profit Corporation,43.987331,-75.93985,"(43.987331, -75.93985)"
9194,Sunset Park High School,HOSP-SB,School Based Hospital Extension Clinic,1/28/2010,153 35th Street,,Brooklyn,New York,11232,7186307608,,,7095,Kings,5,Metropolitan Area Regional Office - New York City,NYU Langone Hospitals,1463,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.655552,-74.004845,"(40.655552, -74.004845)"
9195,The Bronx Center for Renal Dialysis,DTC,Diagnostic and Treatment Center,12/17/2010,1010 Underhill Avenue,,Bronx,New York,10472,7188638300,7188638303,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,,,7000280R,"The Bronx Center for Renal Dialysis, LLC",1010 Underhill Avenue,,Bronx,New York,10472,,,,,New York,,LLC,40.826546,-73.861229,"(40.826546, -73.861229)"
9196,Utica Community Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,10/25/2010,1651 Oneida Street,,Utica,New York,13501,5853252280,5853252293,,32,Oneida,3,Central New York Regional Office,Rushville Health Center Inc,4825,6121203R,"Rochester Primary Care Network, Inc.",259 Monroe Avenue,,Rochester,New York,14607,,,,,New York,,Not for Profit Corporation,43.087986,-75.248878,"(43.087986, -75.248878)"
9197,Livingston Community Health Center for Mt. Morris,DTC-EC,Diagnostic and Treatment Center Extension Clinic,9/21/2010,1 Murray Hill Drive,,Mount Morris,New York,14510,5853252280,5853252293,,25,Livingston,2,Western Regional Office - Rochester,Rushville Health Center Inc,4825,6121203R,"Rochester Primary Care Network, Inc.",259 Monroe Avenue,,Rochester,New York,14607,,,,,New York,,Not for Profit Corporation,42.727592,-77.879791,"(42.727592, -77.879791)"
9198,Eddy Village Green at Beverwyck,NH,Residential Health Care Facility - SNF,3/3/2011,40 Autumn Drive,,Slingerlands,New York,12159,5184512107,,,1,Albany,4,Capital District Regional Office,,,0151301N,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,New York,12208,"Beverwyck, Inc",40 Autumn Drive,,Slingerlands,New York,12159,Not for Profit Corporation,42.65839,-73.838501,"(42.65839, -73.838501)"
9199,Borough Park Dialysis,DTC-EC,Diagnostic and Treatment Center Extension Clinic,2/4/2011,4102 13th Avenue,,Brooklyn,New York,11219,7188798800,7182582376,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Bronx Dialysis Center,6661,7000272R,"Knickerbocker Dialysis, Inc",1615-1617 Eastchester Road,,Bronx,New York,10461,,,,,New York,,Business Corporation,40.639481,-73.987579,"(40.639481, -73.987579)"
9201,HSS Long Island Outpatient Center,HOSP-EC,Hospital Extension Clinic,2/28/2011,333 Earle Ovington Boulevard,,Uniondale,New York,11553,5162228881,5162226893,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Hospital for Special Surgery,1447,7002012H,NY Society for the Relief of The Ruptured & Crippled,535 East 70th St,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.725254,-73.592873,"(40.725254, -73.592873)"
9202,Mobile Health Van 5,,Mobile Diagnostic and Treatment Center Extension Clinic,3/14/2011,14 Grove Street,,Middletown,New York,10940,8453437614,8453435390,,35,Orange,6,Metropolitan Area Regional Office - New Rochelle,Cornerstone Family Healthcare:  The Kaplan Family Pavilion,2532,3529200R,Cornerstone Family Healthcare,2570 U. S. Route 92,,Cornwall,New York,12518,,,,,New York,,Not for Profit Corporation,41.448524,-74.416115,"(41.448524, -74.416115)"
9203,Putnam Hospital Center O/P Rehab Center @ Pawling,HOSP-EC,Hospital Extension Clinic,6/10/2010,551 Route 22,,Pawling,New York,12564,8458557300,8454277051,,13,Dutchess,6,Metropolitan Area Regional Office - New Rochelle,Putnam Hospital Center,752,3950000H,"Health Quest Systems, Inc.",Stoneleigh Avenue,,Carmel,New York,10512,Putnam Hospital Center,Stoneleigh Avenue,,Carmel,New York,10512,Not for Profit Corporation,41.562111,-73.594284,"(41.562111, -73.594284)"
9204,Southtowns Dialysis Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,2/24/2011,4910 Camp Road,,Hamburg,New York,14075,7168318892,,,14,Erie,1,Western Regional Office - Buffalo,Cleve Hill Dialysis Center,6780,1401232R,"Liberty RC, Inc.",3117 Webster Avenue,,Bronx,New York,10467,,,,,New York,,Business Corporation,42.753494,-78.857552,"(42.753494, -78.857552)"
9205,134 Park Street Extension Clinic,HOSP-EC,Hospital Extension Clinic,4/11/2011,134 Park Street,,Malone,New York,12953,5184812622,5184812320,,16,Franklin,4,Capital District Regional Office,Alice Hyde Medical Center,325,1624000H,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Alice Hyde Medical Center,115 Park St,,Malone,New York,12953,Not for Profit Corporation,44.856785,-74.292053,"(44.856785, -74.292053)"
9206,St. Mary's Home Care,CHHA,Certified Home Health Agency,2/9/2011,"5 Dakota Drive, Suite 200",,New Hyde Park,New York,11042-1109,5164719300,5163028656,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2912601,Extraordinary Home Care,"5 Dakota Drive, Suite 200",,New Hyde Park,New York,11042-1109,,,,,New York,,Not for Profit Corporation,40.759109,-73.68927,"(40.759109, -73.68927)"
9207,BASICS Mobile Van Extension Clinic,,Mobile Diagnostic and Treatment Center Extension Clinic,1/19/2011,1064 Franklin Avenue,,Bronx,New York,10456,7189607601,3476493060,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,"Bronx Addiction Services Integrated Concepts System, Inc A/K/A Basics",6634,7000265R,"Bronx Addiction Services Integrated Concepts System,Inc A/K/A Basics",1064 Franklin Avenue,,Bronx,New York,10456,,,,,New York,,Not for Profit Corporation,40.827461,-73.906647,"(40.827461, -73.906647)"
9209,Bassett Healthcare at Fox Care,HOSP-EC,Hospital Extension Clinic,2/27/2011,1 Fox Care Drive,,Oneonta,New York,13820,6074336470,,,38,Otsego,4,Capital District Regional Office,Mary Imogene Bassett Hospital,746,3824000H,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,New York,13326,Mary Imogene Bassett Hospital Inc,Atwell Road,,Cooperstown,New York,13326,Not for Profit Corporation,42.45723,-75.033241,"(42.45723, -75.033241)"
9210,Schuylerville Family Health Center,HOSP-EC,Hospital Extension Clinic,4/1/2011,200 Broad Street,,Schuylerville,New York,12871,,,,45,Saratoga,4,Capital District Regional Office,Saratoga Hospital,818,4501000H,Albany Medical Center,New Scotland Avenue,,Albany,New York,12208,The Saratoga Hospital Inc,211 Church Street,,Saratoga Springs,New York,12866,Not for Profit Corporation,43.103691,-73.579674,"(43.103691, -73.579674)"
9211,Galway Family Health Center,HOSP-EC,Hospital Extension Clinic,4/1/2011,5344 Sacandaga Road,,Galway,New York,12074,,,,45,Saratoga,4,Capital District Regional Office,Saratoga Hospital,818,4501000H,Albany Medical Center,New Scotland Avenue,,Albany,New York,12208,The Saratoga Hospital Inc,211 Church Street,,Saratoga Springs,New York,12866,Not for Profit Corporation,43.023949,-74.032336,"(43.023949, -74.032336)"
9212,Saratoga Family Health Center,HOSP-EC,Hospital Extension Clinic,4/1/2011,119 Lawrence Street,,Saratoga Springs,New York,12866,,,,45,Saratoga,4,Capital District Regional Office,Saratoga Hospital,818,4501000H,Albany Medical Center,New Scotland Avenue,,Albany,New York,12208,The Saratoga Hospital Inc,211 Church Street,,Saratoga Springs,New York,12866,Not for Profit Corporation,43.087566,-73.789116,"(43.087566, -73.789116)"
9213,St. Peter's Hospital Spine & Neurosurgery,HOSP-EC,Hospital Extension Clinic,3/21/2011,1182 Troy-Schenectady Road,Suite 100,Latham,New York,12110,5187135400,5187135401,,1,Albany,4,Capital District Regional Office,St Peters Hospital,5,0101004H,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,New York,12208,St Peters Hospital Inc,315 South Manning Blvd,,Albany,New York,12208,Not for Profit Corporation,42.770695,-73.821442,"(42.770695, -73.821442)"
9214,Olean General Hospital School-Based Portable Dental Equipment,HOSP-SB,School Based Hospital Extension Clinic,1/25/2011,515 Main Street,,Olean,New York,14760,7163757300,,,4,Cattaraugus,1,Western Regional Office - Buffalo,Olean General Hospital,66,0401001H,Upper Allegheny Health System,515 Main Street,,Olean,New York,14760,Olean General Hospital Inc,515 Main Street,,Olean,New York,14760,Not for Profit Corporation,42.089844,-78.42688,"(42.089844, -78.42688)"
9215,Tupper Lake Health Center,HOSP-EC,Hospital Extension Clinic,9/1/2010,7 Stetson Road,,Tupper Lake,New York,12986,5183597000,,,16,Franklin,4,Capital District Regional Office,Adirondack Medical Center-Saranac Lake Site,324,1623001H,Adirondack Medical Center,Lake Colby Drive,,Saranac Lake,New York,12983,,,,,New York,,Not for Profit Corporation,44.216591,-74.462013,"(44.216591, -74.462013)"
9216,St. Peter's Breast Center - Washington Avenue Mammography,HOSP-EC,Hospital Extension Clinic,3/25/2011,1365 Washington Avenue,,Albany,New York,12206,,,,1,Albany,4,Capital District Regional Office,St Peters Hospital,5,0101004H,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,New York,12208,St Peters Hospital Inc,315 South Manning Blvd,,Albany,New York,12208,Not for Profit Corporation,42.685863,-73.813545,"(42.685863, -73.813545)"
9217,Primary/Specialty Care Center at Decker Drive,HOSP-EC,Hospital Extension Clinic,3/31/2011,110 Decker Drive,,Johnstown,New York,12095,5187626731,,,17,Fulton,4,Capital District Regional Office,Nathan Littauer Hospital,330,1701000H,Nathan Littauer Hospital Inc,99 East State Street,,Gloversville,New York,12078,,,,,New York,,Not for Profit Corporation,43.025738,-74.34584,"(43.025738, -74.34584)"
9219,"A & T Certified Home Care, LLC",CHHA,Certified Home Health Agency,3/9/2011,337 North Main Street,Suite 9-A,New City,New York,10956,8457088182,8457088183,,43,Rockland,6,Metropolitan Area Regional Office - New Rochelle,,,4350600,"A & T Certified Home Care, LLC",337 North Main Street,Suiute 9-A,New City,New York,10956-4318,,,,,New York,,LLC,41.166615,-73.988152,"(41.166615, -73.988152)"
9220,Montour Falls Extension Clinic,,Primary Care Hospital - Critical Access Hospital Extension Clinic,2/15/2011,401 West Main Street,,Montour Falls,New York,14865,6075357121,6075359097,,48,Schuyler,2,Western Regional Office - Rochester,Schuyler Hospital,858,4823700C,"Cayuga Health System, Inc.",101 Dates Drive,,Ithaca,New York,14850,"Schuyler Hospital, Inc.",Montour & Townsend Line Road,,Montour Falls,New York,14865,Not for Profit Corporation,42.345711,-76.849014,"(42.345711, -76.849014)"
9221,"Ridge Health Services, Inc.",DTC,Diagnostic and Treatment Center,4/4/2011,214 State Street,,Schenectady,New York,12305,5183721160,,,46,Schenectady,4,Capital District Regional Office,,,4601210R,"Ridge Health Services, Inc.",214 State Street,,Schenectady,New York,12305,,,,,New York,,Not for Profit Corporation,42.814838,-73.945724,"(42.814838, -73.945724)"
9222,The University of Vermont Health Network- Champlain Valley Physicians Hospital MRI,HOSP-EC,Hospital Extension Clinic,2/8/2011,118 Consumer Square,,Plattsburgh,New York,12901,5185623650,5185623801,,9,Clinton,4,Capital District Regional Office,The University of Vermont Health Network - Champlain Valley Physicians Hospital,135,0901001H,"The University of Vermont Health Network, Inc.",111 Colchester Avenue,,Burlington,New York,5401,Champlain Valley Physicians Hospital Medical Center Inc,100 Beekman Street,,Plattsburgh,New York,12901,Not for Profit Corporation,44.694698,-73.486702,"(44.694698, -73.486702)"
9223,"Gastroenterology Care, Inc",DTC,Diagnostic and Treatment Center,3/17/2011,8622 Bay Parkway,,Brooklyn,New York,11214,7183332121,7183339585,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001128R,"Gastroenterology Care, Inc",8622 Bay Parkway,Suite 1,Brooklyn,New York,11214,,,,,New York,,LLP,40.60194,-73.993904,"(40.60194, -73.993904)"
9224,Niagara Falls Kidney Care Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,6/9/2011,621 Tenth Street,,Niagara Falls,New York,14302,7162784639,,,31,Niagara,1,Western Regional Office - Buffalo,Cleve Hill Dialysis Center,6780,1401232R,"Liberty RC, Inc.",3117 Webster Avenue,,Bronx,New York,10467,,,,,New York,,Business Corporation,43.094048,-79.0504,"(43.094048, -79.0504)"
9225,AMS Mammography Suite,HOSP-EC,Hospital Extension Clinic,1/24/2011,8 Dennison Parkway,,Corning,New York,14830,6077374231,6077374447,,50,Steuben,2,Western Regional Office - Rochester,Arnot Ogden Medical Center,116,0701000H,Arnot Health Inc.,600 Roe Avenue,,Elmira,New York,14905,Arnot Ogden Medical Center,600 Roe Avenue,,Elmira,New York,14901,Not for Profit Corporation,42.1423,-77.054403,"(42.1423, -77.054403)"
9226,Brooklyn Hospital Center Extension Clinic,HOSP-EC,Hospital Extension Clinic,1/11/2011,771 61st Streete,,Brooklyn,New York,11220,7182508441,7182508605,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Brooklyn Hospital Center - Downtown Campus,1288,7001003H,The Brooklyn Hospital Center,121 Dekalb Ave,,Brooklyn,New York,11201,,,,,New York,,Not for Profit Corporation,40.635269,-74.01062,"(40.635269, -74.01062)"
9227,"Bronx Addiction Servcies Integrated Concepts, Inc a/k/a BASICS, Inc",DTC-EC,Diagnostic and Treatment Center Extension Clinic,4/1/2007,488 164th Street,,Bronx,New York,10456,7189607601,3476493060,,7094,Bronx,5,Metropolitan Area Regional Office - New York City,"Bronx Addiction Services Integrated Concepts System, Inc A/K/A Basics",6634,7000265R,"Bronx Addiction Services Integrated Concepts System,Inc A/K/A Basics",1064 Franklin Avenue,,Bronx,New York,10456,,,,,New York,,Not for Profit Corporation,40.825615,-73.909386,"(40.825615, -73.909386)"
9229,Millenium Ambulatory Surgery Center,DTC,Diagnostic and Treatment Center,6/8/2011,1408 Ocean Avenue,,Brooklyn,New York,11230,7187258900,7188760343,,7095,Kings,5,Metropolitan Area Regional Office - New York City,,,7001130R,"Millenium Ambulatory Surgery Center, LLC",1408 Ocean Avenue,,Brooklyn,New York,11230,,,,,New York,,LLC,40.627888,-73.956863,"(40.627888, -73.956863)"
9230,His Branches Inc,DTC,Diagnostic and Treatment Center,7/28/2011,340 Arnett Boulevard,,Rochester,New York,14619,5852352250,5852350011,,27,Monroe,2,Western Regional Office - Rochester,,,2701240R,His Branches Inc,340 Arnett Boulevard,,Rochester,New York,14619,,,,,New York,,Not for Profit Corporation,43.142277,-77.642517,"(43.142277, -77.642517)"
9231,Surgical Specialty Center of Westchester,DTC,Diagnostic and Treatment Center,7/6/2011,440 Mamaroneck Avenue,,Harrison,New York,10528,9147778400,9147778401,,59,Westchester,6,Metropolitan Area Regional Office - New Rochelle,,,5945200R,"Surgical Specialty Center of Westchester, LLC",440 Mamaroneck Avenue,,Harrison,New York,10528,,,,,New York,,LLC,40.971264,-73.742615,"(40.971264, -73.742615)"
9233,Good Samaritan Hospital Women's imaging Center,HOSP-EC,Hospital Extension Clinic,6/16/2011,735 Montauk Highway,,West Islip,New York,11795,6313764144,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Good Samaritan Hospital Medical Center,925,5154001H,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747,Good Samaritan Hospital Inc,1000 Montauk Highway,,West Islip,New York,11795,Not for Profit Corporation,40.695492,-73.298157,"(40.695492, -73.298157)"
9234,UHS Primary Care Sidney,HOSP-EC,Hospital Extension Clinic,8/1/2008,44 Pearl Street,,Sidney,New York,13838,6073374260,3153374284,,12,Delaware,4,Capital District Regional Office,Chenango Memorial Hospital Inc,128,0824000H,Chenango Memorial Hospital Inc,179 North Broad Street,,Norwich,New York,13815,,,,,New York,,Not for Profit Corporation,42.305376,-75.395923,"(42.305376, -75.395923)"
9235,"Smile New York Outreach, LLC Mobile Dental Clinic",,School Based Diagnostic and Treatment Center,7/29/2011,"37-30 Review Avenue, Suite 102",,Long Island City,New York,11101,7183616160,7183611660,,7096,Queens,5,Metropolitan Area Regional Office - New York City,,,7003272R,"Smile New York Outreach, LLC",31-00 47th Avenue,,Long Island City,New York,11101,,,,,New York,,LLC,40.732681,-73.93644,"(40.732681, -73.93644)"
9366,Rahma Health Clinic,DTC,Diagnostic and Treatment Center,8/23/2012,3100 S. Salina Street,,Syracuse,New York,13205,3155696764,3154925855,,33,Onondaga,3,Central New York Regional Office,,,3301225R,"Rahma Health Clinic, Inc.",3100 S. Salina Street,,Onondaga,New York,13205,,,,,New York,,Not for Profit Corporation,43.017967,-76.141777,"(43.017967, -76.141777)"
9236,Rogosin Kidney Center - Auburndale,DTC-EC,Diagnostic and Treatment Center Extension Clinic,6/14/2011,39-20 Utopia Parkway,,Queens,New York,11318,3477837700,3477837737,,7096,Queens,5,Metropolitan Area Regional Office - New York City,Rogosin Kidney Center,3136,7002122R,The Rogosin Institute Inc,505 East 70th Street 2nd Floor,,New York,New York,10021,,,,,New York,,Not for Profit Corporation,40.760899,-73.793915,"(40.760899, -73.793915)"
9237,Fresenius Kidney Care - Wheatfield,DTC-EC,Diagnostic and Treatment Center Extension Clinic,8/17/2011,3909 Forest Parkway,,North Tonawanda,New York,14120,7166966193,,,31,Niagara,1,Western Regional Office - Buffalo,FMS-Southern Manhattan Dialysis Center,3414,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,43.060204,-78.830307,"(43.060204, -78.830307)"
9238,Canton-Potsdam Hospital Brasher Falls Physical Therapy,HOSP-EC,Hospital Extension Clinic,8/12/2011,897 State Highway 11C,,Brasher Falls,New York,13613,3153895004,3153895504,,44,Saint Lawrence,3,Central New York Regional Office,Canton-Potsdam Hospital,815,4429000H,"St. Lawrence Health System, Inc.",50 Leroy Street,,Potsdam,New York,13676,Canton-Potsdam Hospital,50 Leroy St,,Potsdam,New York,13676,Not for Profit Corporation,44.807465,-74.774399,"(44.807465, -74.774399)"
9239,Kingsbrook Jewish Medical Center Inc. - Rutland Nursing Home,HOSP-EC,Hospital Extension Clinic,7/25/2011,585 Schenectady Avenue,,Brooklyn,New York,11203,7186045000,7186045536,,7095,Kings,5,Metropolitan Area Regional Office - New York City,Kingsbrook Jewish Medical Center,1315,7001033H,"One Brooklyn Health System, Inc.",1 Brookdale Plaza,Care of Alex Rovt Chairman of the Board,Brooklyn,New York,11212,Kingsbrook Jewish Medical Center,585 Schenectady Avenue,,Brooklyn,New York,11203,Not for Profit Corporation,40.659435,-73.934036,"(40.659435, -73.934036)"
